scenario,lambda,mu_nurse,mu_doctor,correlation,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,queue_nurses,queue_doctors,system_total_time,queue_total_time,patient_loss,queue_patient_loss,hospital_overload,queue_failure
correlated_service,12.092540517633259,5.745438108874872,2.2834330846513993,0.39784306802895775,8,6,35.308332764883836,120.19925463448229,364.3074878048059,3,6,3,6,2.4998743458330943,2.4998743458330943,0.0,0.0,0.0,0.0
correlated_service,14.365525633764324,4.594945267685585,2.4115370171467054,0.44924158625285504,8,6,28.315777471673243,117.36924769413767,361.70107799463835,5,6,4,6,27.806600492501858,28.39868017826753,0.0,1.0,0.0,0.0
correlated_service,12.159021241280936,7.421392072156156,3.17563951856014,0.643685118924215,7,6,19.6084354007937,108.7539834521815,294.36186115466717,2,4,2,4,9.79282610136345,9.79282610136345,0.0,0.0,0.0,0.0
correlated_service,24.56673086607408,5.99750067844374,3.583692727240355,0.4026376282685907,7,8,35.19501112296748,106.75856719254006,320.22147091978184,5,7,5,7,8.799706622559507,8.799706622559507,0.0,0.0,0.0,0.0
correlated_service,16.769956540894746,7.115720176214925,3.2440264681891886,0.682572367595178,4,8,21.865246381104612,95.87002179918143,414.47467917607776,3,6,3,6,2.8024925513398444,2.8024925513398444,0.0,0.0,0.0,0.0
correlated_service,13.80131776105174,4.618586705094098,3.000004145651868,0.4932997351747045,7,7,20.528918798617013,66.11165730577643,298.1015573128262,4,5,4,5,3.6764448169106747,3.6764448169106747,0.0,0.0,0.0,0.0
correlated_service,15.022059572060716,4.350002784932353,2.452092205331428,0.5675828590642016,6,8,39.09590657817388,89.62587612499884,364.8109874612593,4,7,4,7,3.310698996687774,3.310698996687774,0.0,0.0,0.0,0.0
correlated_service,20.958868953807,5.063800921280961,3.6592508327693736,0.5263257097719289,6,8,19.268048695225914,78.87755041641529,303.04430679400974,5,6,5,6,5.326544721535093,5.326544721535093,0.0,0.0,0.0,0.0
correlated_service,25.93614764108805,4.74286259444762,3.421186051163718,0.5862597230011781,8,8,30.193025971134816,100.28875655482514,349.54812829520165,6,8,6,8,4.871284413758859,4.871284413758859,0.0,0.0,0.0,0.0
correlated_service,17.018661618404455,5.908643288539924,3.0833220785185578,0.4018440471968219,5,8,38.922352478660905,116.45218463100927,342.44208849338645,3,6,3,6,11.454413062283038,11.454413062283038,0.0,0.0,0.0,0.0
correlated_service,12.637873306177841,4.192363191610252,2.9778844459208917,0.3298725111361622,5,8,22.985512389328424,85.2800617910793,440.58663554611843,4,5,4,5,2.2182805677808743,2.2182805677808743,0.0,0.0,0.0,0.0
correlated_service,14.865954316136415,5.500351629685373,3.77126798793548,0.5196579453623209,5,7,35.93566926004598,79.989059680384,367.761493394392,3,4,3,4,23.98906578771615,23.98906578771615,0.0,0.0,0.0,0.0
correlated_service,15.543586580634676,5.613784508247223,3.049935156215127,0.37295261048043726,10,8,26.598618952720322,123.61350285571623,274.82505102923034,3,6,3,6,5.638266521171513,5.638266521171513,0.0,0.0,0.0,0.0
correlated_service,17.68433611343341,7.86037721674586,3.2454890324556116,0.48416858301695276,4,8,22.162300057641517,118.05408947256845,359.56014821094203,3,6,3,6,3.0688928689336437,3.0688928689336437,0.0,0.0,0.0,0.0
correlated_service,26.030967021573893,7.304683903498984,3.754787401659428,0.44395408319581087,4,7,24.074134464304734,77.49012386741155,370.6646180636439,4,7,4,7,19.554829226004543,19.554829226004543,0.0,0.0,0.0,0.0
correlated_service,13.013914549451288,4.8332616085035145,3.8659030741563907,0.6464915931075325,9,4,27.302321080075092,114.15619204177037,367.24397428172836,3,4,3,4,5.250389175692442,5.250389175692442,0.0,0.0,0.0,0.0
correlated_service,19.08755153865649,6.17513639557262,2.9292654949162036,0.6180847288930384,9,8,34.712522319369796,80.48239476328952,336.47706220326927,4,7,4,7,3.446642898719882,3.446642898719882,0.0,0.0,0.0,0.0
correlated_service,12.327136890729042,5.959378689602373,2.7646635382356983,0.6785523280697633,7,5,18.150519581458052,68.16256627839391,284.48134255025786,3,5,3,5,3.0727532662917,3.0727532662917,0.0,0.0,0.0,0.0
correlated_service,17.89600963732812,4.46305343724079,3.7312242244805782,0.37618616045679903,7,7,26.140358167322386,88.9617238136151,390.9137547753383,5,5,5,5,6.296531861576487,6.296531861576487,0.0,0.0,0.0,0.0
correlated_service,18.587045933857855,7.700770781861719,3.9304604415854727,0.6879870702887744,6,6,37.85215863730623,94.17462416060025,457.7227910127657,3,5,3,5,5.996917084709472,5.996917084709472,0.0,0.0,0.0,0.0
correlated_service,22.58259281973455,6.459282558707199,3.860002887142164,0.537407583136145,4,6,32.59949368688568,87.51407265837732,272.1725490389183,4,6,4,6,9.846168139871109,9.846168139871109,0.0,0.0,0.0,0.0
correlated_service,13.108478940614384,5.206188119061881,3.6679859400501615,0.34893226048317705,8,4,38.67924338312683,118.32637510292605,307.30530195143643,3,4,3,4,4.283761340643403,4.283761340643403,0.0,0.0,0.0,0.0
correlated_service,14.393945464542563,7.980076025808035,3.5813283293823344,0.43213416113052605,7,7,33.62808646932859,112.14853461334765,337.6979762740871,2,5,2,5,6.257287347276755,6.257287347276755,0.0,0.0,0.0,0.0
correlated_service,22.035809783401678,4.386428510457096,2.7891761923129863,0.3536860589040749,10,8,26.900443641611034,115.63998316930868,454.7916154164888,6,8,6,8,12.376756022875202,12.376756022875202,0.0,0.0,0.0,0.0
correlated_service,12.21393324606017,6.200503731589768,3.0991797922244597,0.3690696766971968,10,8,21.04153192954313,68.64014508864986,376.6385958845943,3,4,3,4,19.860502752464082,19.860502752464082,0.0,0.0,0.0,0.0
correlated_service,27.027894877486325,7.426362609562965,3.455883957928554,0.6220791758828677,5,8,36.29958924968122,105.82252269963408,329.9084614883119,4,8,4,8,9.800102510697124,9.800102510697124,0.0,0.0,0.0,0.0
correlated_service,13.109809859447525,4.937236468248386,3.4713458215747997,0.5562886245133669,10,6,19.764673513891193,117.78654736470034,287.26113878268313,3,4,3,4,8.214451258603221,8.214451258603221,0.0,0.0,0.0,0.0
correlated_service,13.047167701705215,4.365723568415698,2.562582954242013,0.3299625565204985,8,6,27.43543388972992,108.33854788801028,374.3097186430009,4,6,4,6,2.0393235648236607,2.0393235648236607,0.0,0.0,0.0,0.0
correlated_service,21.46615098720146,7.512535855374907,3.53963474023253,0.5086213896103754,8,7,20.189039250169966,107.58849560088936,455.02589200785974,3,7,3,7,9.009603107486392,9.009603107486392,0.0,0.0,0.0,0.0
correlated_service,22.274605955800993,4.615392510313465,3.3444640713920393,0.4512042315875785,5,7,26.91868060986554,79.58860163652407,325.1877645658136,5,7,5,7,9.799374700940731,9.799374700940731,0.0,0.0,0.0,0.0
correlated_service,14.856209462043974,5.827166530986888,2.605998553592535,0.5967758068308904,4,7,23.06741867471346,114.16403113566392,306.2060106418491,3,6,3,6,6.2799219599706175,6.2799219599706175,0.0,0.0,0.0,0.0
correlated_service,21.059991225633762,5.671370299378617,3.8561243962864173,0.6881583259517497,6,7,37.72440370422581,104.73343926350607,389.6817386965528,4,6,4,6,6.130970775909898,6.130970775909898,0.0,0.0,0.0,0.0
correlated_service,14.727480724277454,5.348089771005036,3.650643471750463,0.46400454698380567,10,5,30.757329835582823,104.87502303434925,414.15551098144306,3,5,3,5,5.330896842219848,5.330896842219848,0.0,0.0,0.0,0.0
correlated_service,12.982169966316816,4.173471118835181,3.7554483267655483,0.5366911435956405,5,5,29.817160068973244,86.51241530290835,458.8898769343213,4,4,4,4,2.9780411789675494,2.9780411789675494,0.0,0.0,0.0,0.0
correlated_service,18.67292926990867,7.629898426034921,3.5201395628588337,0.36366482385165727,8,7,25.21774972679699,65.38725920841246,437.6679760199578,3,6,3,6,3.027138327114773,3.027138327114773,0.0,0.0,0.0,0.0
correlated_service,13.579762575230017,7.212412771785818,3.561573483543664,0.5150958188575114,7,7,20.841982828169154,109.63410614414511,367.2264710269449,2,4,2,4,15.692367363919164,15.692367363919164,0.0,0.0,0.0,0.0
correlated_service,13.221630447688039,5.307423883862443,2.4725786918842525,0.6072714560737476,4,7,30.51209283879881,108.11852279967624,380.1858920178704,3,6,3,6,3.809388637594987,3.809388637594987,0.0,0.0,0.0,0.0
correlated_service,18.09817245298572,6.417003183339941,3.9594077436438395,0.6652304680178351,9,7,18.075750772912635,105.82354500776233,463.9304744233533,3,5,3,5,9.126415353413865,9.126415353413865,0.0,0.0,0.0,0.0
correlated_service,17.54508741192592,6.569592913198182,3.7196979682725377,0.318633963273765,8,7,37.75249343800975,86.9571184212069,406.83532510182465,3,5,3,5,6.644889335627584,6.644889335627584,0.0,0.0,0.0,0.0
correlated_service,26.12205099446426,6.516034989421888,3.808343595190725,0.6705088484904593,7,7,19.45019114697094,67.7419912817498,284.022505451897,5,7,5,7,9.706778840921283,9.706778840921283,0.0,0.0,0.0,0.0
correlated_service,17.477087259455615,5.972304725195189,2.602533641298188,0.37157051939001223,4,8,29.892456946261397,102.66831061377863,400.42477606224446,3,7,3,7,19.06794237872609,19.06794237872609,0.0,0.0,0.0,0.0
correlated_service,23.96104376122024,4.176211667267291,3.3244732487792223,0.3162456849422365,9,8,28.20229509379925,81.52771428679145,428.15532119623924,6,8,6,8,5.394121431907894,5.394121431907894,0.0,0.0,0.0,0.0
correlated_service,14.205353162018783,6.3313823553816455,2.9861555711552707,0.5184144942894866,5,8,33.74286847413441,72.92577150911944,440.46355417722873,3,5,3,5,5.875486599219007,5.875486599219007,0.0,0.0,0.0,0.0
correlated_service,19.037462136438137,7.2271354658903935,3.910338527364325,0.39783375774996327,4,8,30.106463799206164,80.14821169041502,432.80000919816496,3,5,3,5,11.164157539333273,11.164157539333273,0.0,0.0,0.0,0.0
correlated_service,18.71186694861713,5.524617979826173,2.7441958187350455,0.3822873599755265,7,7,32.98193074061904,88.9524360786088,288.8163171469908,4,7,4,7,7.784954396724175,7.784954396724175,0.0,0.0,0.0,0.0
correlated_service,13.72406763474012,6.753859191150325,2.308689835369024,0.4043769065000512,4,7,35.26565716723738,100.30321883215265,384.7509850977875,3,6,3,6,21.635003744775798,21.635003744775798,0.0,0.0,0.0,0.0
correlated_service,14.13313045916989,5.372853990015884,2.4156363352048604,0.43399448955937114,5,7,19.38045830714862,91.73888242917887,436.58837631919516,3,6,3,6,10.495802572779622,10.495802572779622,0.0,0.0,0.0,0.0
correlated_service,17.843439466854235,4.567355996214019,2.7303726235888224,0.6920182084833607,4,7,34.69593626890619,109.22127994505479,411.6378192729193,4,7,4,7,15.958059911706346,15.958059911706346,0.0,0.0,0.0,0.0
correlated_service,17.182765687582425,5.91087175092892,2.7875825026432888,0.34889355130098193,10,7,32.5600457767653,95.54261040726219,345.80716984435554,3,7,3,7,13.055499917351897,13.055499917351897,0.0,0.0,0.0,0.0
correlated_service,15.359045157280205,4.540773879807295,2.710170501179922,0.31993804426408695,7,8,23.836707884905138,93.66292281524369,454.90180224244625,4,6,4,6,4.794095866095503,4.794095866095503,0.0,0.0,0.0,0.0
correlated_service,17.439976518223723,7.525263209680503,3.071572274451529,0.6137014683579285,4,8,36.88095730815117,95.51354355988813,393.0244043483441,3,6,3,6,4.981168908149081,4.981168908149081,0.0,0.0,0.0,0.0
correlated_service,23.657087043286506,5.10280007182841,3.638646178758114,0.34617768350366995,9,8,30.082335983975565,109.63801749087033,308.7854143672061,5,7,5,7,4.933556940273255,4.933556940273255,0.0,0.0,0.0,0.0
correlated_service,13.671482028286155,7.384229005585016,3.954497388085038,0.662774828257836,8,6,32.43313032185941,89.39426054088509,301.0339739058986,2,4,2,4,9.741540970731853,9.741540970731853,0.0,0.0,0.0,0.0
correlated_service,20.9006739956494,6.7240789802223,2.735519798256531,0.6606473415501664,4,8,30.381547133367846,113.26202345510717,405.7962035504394,4,8,4,8,4.46011458616184,4.46011458616184,0.0,0.0,0.0,0.0
correlated_service,14.537996909122718,4.440140703521125,3.4174678396577747,0.4277470967858979,7,8,29.558959919203126,113.3415500904762,394.89464369822514,4,5,4,5,2.6534435292401355,2.6534435292401355,0.0,0.0,0.0,0.0
correlated_service,14.710864615683159,5.95974988909036,3.758753438585065,0.4117241725838092,5,4,22.161764767588405,114.319869784889,307.00300006994064,3,4,3,4,14.870486373163276,14.870486373163276,0.0,0.0,0.0,0.0
correlated_service,18.19874885013384,6.886529762861956,3.0084554308499714,0.43204876009069215,4,7,19.196557106425956,91.61864302352927,343.41095965532094,3,7,3,7,3.9096403217520237,3.9096403217520237,0.0,0.0,0.0,0.0
correlated_service,26.03870243547481,7.568551976320145,3.7708575471195513,0.3950011612777609,8,7,30.356500093548583,79.55713465232795,377.7558017070129,4,7,4,7,13.653394862437223,13.653394862437223,0.0,0.0,0.0,0.0
correlated_service,14.065526198542564,4.539488959218839,3.404868273865419,0.6086480831981989,4,7,20.88738283147816,108.52531386286478,406.42912934939966,4,5,4,5,2.2665630987442382,2.2665630987442382,0.0,0.0,0.0,0.0
correlated_service,12.526794414642913,6.838183994653669,3.9863152281031162,0.42471619994257725,9,5,33.64542013667115,107.93214863919954,310.24306326974505,2,4,2,4,7.337657488806335,7.337657488806335,0.0,0.0,0.0,0.0
correlated_service,12.602526294130609,7.159781672387698,2.019570494374225,0.3632463954390051,5,7,29.952376370806455,95.88410359942205,369.2143742504271,2,7,2,7,5.714393537679903,5.714393537679903,0.0,0.0,0.0,0.0
correlated_service,14.546977529352144,6.329377507555137,2.783734817393251,0.5402816590980918,9,8,34.12947045369239,74.03534097006424,464.9052695945925,3,6,3,6,2.71132339008349,2.71132339008349,0.0,0.0,0.0,0.0
correlated_service,18.13885576913976,6.218341013383162,2.7280947502239066,0.5569041596839344,7,8,34.43861439263155,74.87027485723311,279.8981553805236,3,7,3,7,17.58656207196706,17.58656207196706,0.0,0.0,0.0,0.0
correlated_service,22.64141232083059,7.546127551843281,3.989618396688512,0.39376364193506747,7,8,23.479877150856993,119.5099460563651,317.11013148531026,4,6,4,6,4.078886959897473,4.078886959897473,0.0,0.0,0.0,0.0
correlated_service,20.04593607837094,4.730383947847692,3.999239926905795,0.3792375064078548,9,8,24.241846362296222,115.00074722853657,293.31815128940025,5,6,5,6,2.202879230222637,2.202879230222637,0.0,0.0,0.0,0.0
correlated_service,14.94508033496596,7.128070834041189,3.5570345900095797,0.6226898231006817,7,6,29.568634055151186,70.38949080856806,431.33149673435696,3,5,3,5,2.197369474675261,2.197369474675261,0.0,0.0,0.0,0.0
correlated_service,15.960615461647036,7.6192613247082015,2.222786659104799,0.5848561532078553,4,8,24.37909672052774,80.82272249164953,340.75021330907555,3,8,3,8,2.431017082018857,2.431017082018857,0.0,0.0,0.0,0.0
correlated_service,14.748569110239394,6.880172979861964,3.339523019065231,0.5333053869636397,4,5,38.7154725194259,86.02232044874401,326.84934152088016,3,5,3,5,2.7760244713129874,2.7760244713129874,0.0,0.0,0.0,0.0
correlated_service,16.43229861145423,4.461396684249593,2.70034986118573,0.3356010367382394,9,7,36.12507178767386,102.99185296845064,279.45811080055626,4,7,4,7,4.444484749947001,4.444484749947001,0.0,0.0,0.0,0.0
correlated_service,14.020771861879338,4.758477375399186,2.9785449771056136,0.357584289510915,6,6,32.44924018175455,77.93980163068873,409.6402711936541,3,5,3,5,24.614905448043043,24.614905448043043,0.0,0.0,0.0,0.0
correlated_service,21.156653476536988,5.605509681910528,3.173878872046878,0.42573817158755917,10,8,37.18863751972993,109.05217407864308,430.8492011622643,4,7,4,7,8.143220354437727,8.143220354437727,0.0,0.0,0.0,0.0
correlated_service,13.4499635893814,6.5748776925048205,3.2814729931626356,0.39518791688072924,8,5,35.73534164690835,66.14861840356608,452.9454069937759,3,5,3,5,1.8563765364721727,1.8563765364721727,0.0,0.0,0.0,0.0
correlated_service,13.83950146768499,7.215079703531501,2.6029110338046033,0.5376628067640604,4,8,33.67439152936076,88.20925571492266,284.1772810967732,2,6,2,6,15.830366888755798,15.830366888755798,0.0,0.0,0.0,0.0
correlated_service,18.576643117231534,4.3157276995369305,3.868356215426015,0.40414864769614506,5,5,32.01575762743404,97.22392863704994,424.2705022170966,5,5,5,5,7.002620883411258,7.002620883411258,0.0,0.0,0.0,0.0
correlated_service,23.69624301623127,5.66027573439695,3.4947934967734717,0.40644310104562725,8,8,30.64540024140183,123.57783734399555,315.5251134626215,5,7,5,7,6.240630759671997,6.240630759671997,0.0,0.0,0.0,0.0
correlated_service,18.62900236813799,7.94373660569027,3.829773410233668,0.39442843530349736,10,5,32.994573327427915,100.12509639494257,450.8371094017983,3,5,3,5,9.496179546467863,9.496179546467863,0.0,0.0,0.0,0.0
correlated_service,14.60115406283864,7.9440575689384705,2.0266789651177377,0.3460558353949485,8,8,32.8334780899838,81.47288082262581,271.9721220162089,2,8,2,8,7.896478073746468,7.896478073746468,0.0,0.0,0.0,0.0
correlated_service,14.268786453398354,6.491616729145071,3.7348821616524406,0.665218319925402,4,5,34.586056254944495,69.33750106550556,382.4135080303437,3,4,3,4,7.749385223294314,7.749385223294314,0.0,0.0,0.0,0.0
correlated_service,21.064134056960704,4.7608703482910695,3.619736923323014,0.5704438609347892,10,8,36.61814425716648,75.18766011889555,452.7601013338492,5,6,5,6,8.390269518516742,8.390269518516742,0.0,0.0,0.0,0.0
correlated_service,12.429621796862925,5.989527827003457,2.023037404164016,0.37735525551679494,9,8,34.128071285178756,110.44645161065239,402.4586004126491,3,7,3,7,2.2512762670682136,2.2512762670682136,0.0,0.0,0.0,0.0
correlated_service,15.676165837784641,7.559828339164605,2.6350112109417525,0.47019578974747567,10,6,28.37529397676289,94.75694622376585,283.9223136621585,3,6,3,6,24.056327245056746,24.056327245056746,0.0,0.0,0.0,0.0
correlated_service,12.379266819059543,7.931164773623662,2.908507565374385,0.41118670846851074,4,6,25.259927251597652,98.26776599651929,421.09490256930246,2,5,2,5,3.390052335439207,3.390052335439207,0.0,0.0,0.0,0.0
correlated_service,12.353063783930697,6.310576251289694,2.2498853997654806,0.6575146094663183,9,6,38.623347508044205,75.98797325688628,287.4287977258986,2,6,2,6,31.47397585572599,31.47397585572599,0.0,0.0,0.0,0.0
correlated_service,14.347190106194425,5.248139599594863,3.145323261931895,0.5404529245590827,6,8,35.05245724072489,119.35138641196843,388.5970981324429,3,5,3,5,6.6332682467367325,6.6332682467367325,0.0,0.0,0.0,0.0
correlated_service,12.479311217320973,6.9151435147641,3.620082975513241,0.561385702478006,5,8,25.587748922714766,105.53885287238428,304.4206202441455,2,4,2,4,7.458209978869799,7.458209978869799,0.0,0.0,0.0,0.0
correlated_service,13.404409089488452,5.271076481974509,3.7701095305835555,0.34900079955250596,9,4,27.262865428938806,120.64221682910917,278.1090792928354,3,4,3,4,4.291922133878943,4.291922133878943,0.0,0.0,0.0,0.0
correlated_service,20.40061411634803,7.724852110875178,3.076991248440428,0.42205493354719775,9,7,32.92114035666661,95.36600740186817,432.6973198963314,3,7,3,7,5.752584243107108,5.752584243107108,0.0,0.0,0.0,0.0
correlated_service,20.029477701405618,6.476210509099967,3.4096598986612143,0.5165866727065774,6,7,39.77647750569743,104.08922045467183,444.87728329537885,4,6,4,6,10.32148952284784,10.32148952284784,0.0,0.0,0.0,0.0
correlated_service,18.66222445700467,7.653860038637701,3.4058086182227703,0.6941788891323185,10,8,28.415823426503216,98.80294173581393,329.12716978812875,3,6,3,6,3.9579725743279695,3.9579725743279695,0.0,0.0,0.0,0.0
correlated_service,26.201369428588976,7.591773043328818,3.9480473425467,0.46483311807754024,8,8,19.406758073381845,96.28056586637513,352.48689462465865,4,7,4,7,4.770275405080542,4.770275405080542,0.0,0.0,0.0,0.0
correlated_service,12.850399509333387,5.468143148631565,2.731933278399975,0.6900354293623278,6,6,26.503692102035906,97.84077263722415,338.8022956332085,3,5,3,5,5.605313523152217,5.605313523152217,0.0,0.0,0.0,0.0
correlated_service,26.32531105093873,6.030382562439545,3.830262729760274,0.4384628373798632,7,8,37.697146150858835,78.96796998418188,357.84957976761524,5,7,5,7,10.557804777069547,10.557804777069547,0.0,0.0,0.0,0.0
correlated_service,14.932308037714945,6.854634811231779,3.0951929510459166,0.3027263462381601,9,6,39.212540005958516,110.5848794862543,276.45234287408744,3,5,3,5,7.0808936346090485,7.0808936346090485,0.0,0.0,0.0,0.0
correlated_service,14.207856676426161,5.708201920328838,3.8791399511665965,0.5165065172557384,9,4,26.889767818427444,96.29662729189374,308.59248563673754,3,4,3,4,5.097790627423416,5.097790627423416,0.0,0.0,0.0,0.0
correlated_service,19.293081240743945,6.96024901028218,2.7516794173786323,0.3118040895554821,10,8,31.08860544727174,99.86420925696942,373.6872697569934,3,8,3,8,5.536633449955899,5.536633449955899,0.0,0.0,0.0,0.0
correlated_service,21.42036246309257,4.6030161780188585,3.28545065258424,0.6681888718186815,7,8,33.86311260758106,77.20810211831258,365.5366534884456,5,7,5,7,5.825372481603382,5.825372481603382,0.0,0.0,0.0,0.0
correlated_service,14.74831544485188,4.959105712716762,2.5927451522479474,0.660849815831425,10,7,25.82818698058517,115.13275092445133,343.25691274976026,4,6,4,6,4.847516396171041,4.847516396171041,0.0,0.0,0.0,0.0
correlated_service,12.60583303525682,5.085625668094959,3.2126591727036327,0.458614772012679,9,6,26.73713474478161,104.31846471630664,429.9713987207307,3,4,3,4,17.048098279520495,17.048098279520495,0.0,0.0,0.0,0.0
correlated_service,17.03497119143644,7.395118266544527,3.7585735902729613,0.3523479708216599,5,7,32.70750726700988,83.72845937715692,297.32620140687584,3,5,3,5,3.3290825209355717,3.3290825209355717,0.0,0.0,0.0,0.0
correlated_service,19.853209544194662,5.876087326021652,3.9188010331799017,0.3851463785340312,9,8,35.27393747866492,77.61364851973406,422.80407254934056,4,6,4,6,2.5080153440531565,2.5080153440531565,0.0,0.0,0.0,0.0
correlated_service,21.448065421927815,7.000053308833402,3.0359323735640977,0.3492970491613998,7,8,37.57530671048724,88.00351002777015,349.9724851989715,4,8,4,8,1.991474814880207,1.991474814880207,0.0,0.0,0.0,0.0
correlated_service,12.934964273747587,5.256337128294656,3.9331780535180862,0.5828153815730713,5,7,18.89946715985991,115.03204813574442,368.29196851391504,3,4,3,4,3.2085909659890715,3.2085909659890715,0.0,0.0,0.0,0.0
correlated_service,17.81264306377774,6.37069356626755,3.480172272986299,0.6796771432379058,6,8,28.89066751878604,90.71630711037167,315.5742810070996,3,6,3,6,6.926791032029522,6.926791032029522,0.0,0.0,0.0,0.0
correlated_service,15.301070898973466,5.72890473908298,3.3747893817559733,0.5090838561908858,10,6,28.586985001784775,88.41711828925867,370.98462759423217,3,5,3,5,5.500569063662405,5.500569063662405,0.0,0.0,0.0,0.0
