scenario,lambda,mu_nurse,mu_doctor,s_nurse,s_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,total_cost,patient_loss,hospital_overload,system_stable,nurse_utilization,doctor_utilization,optimal_nurses,optimal_doctors,nurse_queue_time,doctor_queue_time,system_total_time
small_emergency,11.752849493400884,8.687067841112597,11.938610159825608,4,2,8,4,0.5,150,500,1600,1,0,1,0.3382283213496706,0.4922201720326783,3,3,0.020476029460816517,0.3197499351518723,0.5391014484497312
small_emergency,17.908721288963562,7.9629614254668,14.097714506874313,6,5,8,4,0.5,150,500,3400,0,1,1,0.3748337737701592,0.2540655973736868,4,3,0.008061721847607822,0.002780034847943264,0.20735665983708432
small_emergency,16.163827401115384,8.72401357965796,11.511894104000763,8,4,8,4,0.5,150,500,3200,0,0,1,0.23159964237683353,0.3510244981209895,4,3,0.00011433154881725126,0.023442206927403567,0.22504935640088417
small_emergency,11.20045906175887,7.878697398247509,11.289340455056532,4,2,8,4,0.5,150,500,1600,1,0,1,0.35540326324279936,0.4960634815801905,3,3,0.024525943370321872,0.3263988806486619,0.5664284924688495
small_emergency,22.23008263640793,7.761604770140913,11.244067958340024,10,4,8,4,0.5,150,500,3500,0,1,1,0.2864109072124828,0.4942624572968559,5,4,0.00011464462009820443,0.08320650841848173,0.3010962724789148
small_emergency,20.105928138126984,9.313414827777876,11.99464792216453,5,3,8,4,0.5,150,500,2250,0,0,1,0.4317627531882231,0.558747208716144,5,3,0.027633316780789664,0.22932758193679806,0.4477034183238879
small_emergency,12.284414893251169,9.150666098951206,10.700050957439512,3,3,8,4,0.5,150,500,1950,0,0,1,0.4474870922113941,0.38269023023390636,3,3,0.11081239319354756,0.06860519364569453,0.3821567477173197
small_emergency,18.925100602788433,6.150717971491925,13.497598536231136,6,3,8,4,0.5,150,500,2400,0,0,1,0.5128154873004184,0.4673695732365142,5,3,0.037417264860620324,0.12708052525699282,0.4011676888684877
small_emergency,33.379929211968374,7.92915634616948,14.625390202784695,9,4,8,4,0.5,150,500,3350,0,1,1,0.4677522880909993,0.5705818571188068,7,4,0.00664100293258108,0.14596376773595088,0.3470958368439053
small_emergency,18.167044453928682,6.310175403583532,12.91324073297834,8,4,8,4,0.5,150,500,3200,0,0,1,0.3598759799056391,0.35171350146700536,5,3,0.0020050619219509395,0.02361035512187522,0.261529511710243
small_emergency,10.300184849028817,8.664960080592008,10.694236175472584,4,4,8,4,0.5,150,500,2600,0,0,1,0.29717923548486463,0.24078823115606118,3,3,0.012784590177961623,0.005928769337171406,0.22762901472947597
small_emergency,15.276252850340427,7.74844961962633,11.168907966430693,9,4,8,4,0.5,150,500,3350,0,1,1,0.2190582001741735,0.34193702948074206,4,3,3.145939335493101e-05,0.02130563997556698,0.23992944346043224
small_emergency,16.396830689400595,8.419654191030324,14.17056398999231,4,5,8,4,0.5,150,500,3100,0,1,1,0.48686176170004003,0.23142100344037886,4,3,0.07856463234893418,0.0018392616944730125,0.2697424389616596
small_emergency,21.977114128975682,7.44562002860852,10.974664045689883,5,5,8,4,0.5,150,500,3250,0,1,1,0.5903367092205185,0.40050636698272013,5,4,0.10953175837562903,0.020008887745499134,0.35496675766342195
small_emergency,16.660762572948002,7.315114620286835,13.602443482172795,9,3,8,4,0.5,150,500,2850,0,1,1,0.2530645024077667,0.4082786693136765,4,3,9.279840816629907e-05,0.08348122758619805,0.29379348709500963
small_emergency,25.180072259310457,8.123694398555838,12.718756127779127,9,5,8,4,0.5,150,500,3850,0,1,1,0.3443982096479919,0.3959518054491898,5,4,0.0008475633574954925,0.0190500734732619,0.22161838098786613
small_emergency,29.862056700714035,9.4250834030736,14.888708248506996,6,5,8,4,0.5,150,500,3400,0,1,1,0.5280599902697901,0.4011369717545312,5,4,0.04322104015026506,0.020144504811135517,0.2366303958136756
small_emergency,10.519520644995186,7.689954474934213,11.500313418763321,8,4,8,4,0.5,150,500,3200,0,0,1,0.17099452082720523,0.22867899903997566,5,2,1.408494960082467e-05,0.004906070877649249,0.22191408927834877
small_emergency,16.004720604861806,6.220575340371551,14.70156156293914,8,5,8,4,0.5,150,500,3700,0,1,1,0.3216085275302255,0.21772817175024145,5,3,0.0009868247742201883,0.0014016707252557936,0.23116531512610183
small_emergency,22.108699092464303,7.7073751980861775,14.786468965426991,6,4,8,4,0.5,150,500,2900,0,0,1,0.47808535167619115,0.37379950453617083,5,3,0.02653967962126889,0.02948665784017658,0.25340159278296687
small_emergency,28.42940880496026,9.000151586440865,14.122052140931721,6,5,8,4,0.5,150,500,3400,0,1,1,0.5264616662640522,0.40262432855009406,5,4,0.04257973950596988,0.020467170645152594,0.24496738819611125
small_emergency,10.467067107678506,6.04787922261203,13.65524818003123,4,2,8,4,0.5,150,500,1600,0,0,1,0.43267510487576605,0.3832616943200284,4,2,0.05048780935291346,0.172181131127931,0.4612480746789227
small_emergency,13.5799416860204,8.13020654292666,12.696900052493554,5,2,8,4,0.5,150,500,1750,1,0,1,0.3340614193334375,0.5347739066179947,3,3,0.009168958892547008,0.4005271355561847,0.6114535815757689
small_emergency,12.249402014416383,5.130597740339427,10.314811601235682,6,3,8,4,0.5,150,500,2400,0,0,1,0.3979199122064997,0.39585153492442987,5,3,0.010817583237630048,0.07598786545321126,0.37866247761394833
small_emergency,11.800685973151166,7.222506292612813,14.693229650825387,6,2,8,4,0.5,150,500,1900,0,0,1,0.2723128116256292,0.4015688263774012,4,2,0.0016224584182249432,0.1922610653556122,0.40039817284197227
small_emergency,10.707485712481457,5.405621667812335,11.920491425611823,10,2,8,4,0.5,150,500,2500,1,1,1,0.1980805607658221,0.4491209854602069,4,3,5.4971883479784305e-06,0.2526770641804483,0.5215643190369479
small_emergency,18.140756155515703,8.406042043589622,10.742850786166338,10,5,8,4,0.5,150,500,4000,0,1,1,0.21580615539925468,0.33772704315833396,5,3,1.1344700820948552e-05,0.009611194808733453,0.2216697516989221
small_emergency,15.32776044376017,8.721958799016356,12.365462199725782,9,5,8,4,0.5,150,500,3850,0,1,1,0.19526399206829548,0.24791245480658344,4,3,1.3039167269234005e-05,0.0024950182966117797,0.1980316118437781
small_emergency,34.5227775057493,6.580901224146924,13.449032658986528,10,5,8,4,0.5,150,500,4000,0,1,1,0.5245904220394139,0.5133867748128559,1,1,0.010073908677635553,0.05854786607895518,0.29493143634616864
small_emergency,18.09794124853649,5.097392718378121,13.433545319601016,6,3,8,4,0.5,150,500,2400,0,0,1,0.5917385039900314,0.4490733413496735,6,3,0.07632070326532277,0.11204665976330269,0.4589865998097849
small_emergency,17.537111026075515,9.938743035163501,14.408702733126614,4,5,8,4,0.5,150,500,3100,0,1,1,0.4411300041672476,0.24342387168216706,4,3,0.05424888368877867,0.002301439482126241,0.2265691689572204
small_emergency,15.075706552283119,8.153179830472407,14.818556307755728,5,3,8,4,0.5,150,500,2250,0,0,1,0.36981170207819664,0.3391177529755447,4,3,0.014206661593839867,0.04782710512797433,0.2521682562315956
small_emergency,19.31357830541814,7.575641798881309,10.706447172382756,9,5,8,4,0.5,150,500,3850,0,1,1,0.2832701442356147,0.36078407700432036,5,4,0.0002118563160816951,0.012774343915600653,0.23838988329339988
small_emergency,10.55328071528988,7.1888939094283995,13.37639184006427,9,4,8,4,0.5,150,500,3350,0,1,1,0.16311087086783205,0.19723705842111405,4,2,3.188921011355619e-06,0.0028438500260296903,0.2167090722221552
small_emergency,34.2377365310346,7.794377131410908,11.939159653350984,10,5,8,4,0.5,150,500,4000,0,1,1,0.4392619955872858,0.5735367902786196,1,1,0.00289469620327246,0.09597602466871463,0.31092632509351315
small_emergency,21.86855586629328,9.062334456371131,14.303918805110463,9,3,8,4,0.5,150,500,2850,0,1,1,0.26812512299090807,0.5096168904072206,5,3,0.00014200905106489167,0.16806870074315672,0.34846846445536644
small_emergency,21.806617830010055,6.754733801232112,13.508650742281958,5,4,8,4,0.5,150,500,2750,0,0,1,0.6456691994592701,0.4035676516855146,6,3,0.1673276050918423,0.03904492445440413,0.4284434917554363
small_emergency,14.364487477640356,7.888235149729038,12.161788955248806,3,5,8,4,0.5,150,500,2950,1,1,1,0.6070004762359625,0.2362232650228798,4,3,0.30853762660718564,0.0020148332721972003,0.5195482739309012
small_emergency,18.507564586861474,9.464105541446305,10.088809841789075,9,3,8,4,0.5,150,500,2850,1,1,1,0.2172837207067507,0.6114882025099695,4,4,2.9574952017171146e-05,0.3171063767356636,0.5219180598955431
small_emergency,15.420113012858323,8.024029699467121,13.093906663897872,3,5,8,4,0.5,150,500,2950,1,1,1,0.6405805889893611,0.2355311277019287,4,3,0.3787137479360519,0.0019887790442492045,0.5816995886032115
small_emergency,17.596848167389528,9.574014933452013,14.916537572170316,4,3,8,4,0.5,150,500,2100,0,0,1,0.4594950052225581,0.3932290605254097,4,3,0.06316788148578402,0.07447245777453257,0.3091294135400391
small_emergency,10.11444367768031,8.029114583209179,11.09064306066091,8,2,8,4,0.5,150,500,2200,0,0,1,0.15746511606074315,0.4559899557833923,4,2,7.858109783118104e-06,0.26250963953426304,0.47723032904228246
small_emergency,34.08776956694676,6.7028228022969305,12.491896684564665,10,4,8,4,0.5,150,500,3500,1,1,1,0.5085584174366885,0.6821976363498619,1,1,0.008125547454103151,0.3158068707082252,0.5531751881951189
small_emergency,11.065187055508751,6.376147682063714,11.464947031276314,3,4,8,4,0.5,150,500,2450,1,0,1,0.5784677314713312,0.24128299558041963,4,3,0.25905995121865144,0.005973543246581355,0.5090903877819366
small_emergency,10.294474095161995,5.184419386976675,14.362009948778013,8,5,8,4,0.5,150,500,3700,0,1,1,0.24820701525955444,0.14335701105732623,4,2,0.0001819892183642097,0.00020983909862630552,0.26290559564320193
