scenario,lambda,mu_nurse,mu_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,system_total_time,patient_loss,hospital_overload,arrival_pattern,lambda_variance,uncertainty_penalty
standard,13.614250467621625,2.225512769464088,1.954381626383325,18,10,42.59916408749973,67.91433695884623,219.8187537262996,7,7,30.69681345016804,0.0,0.0,poisson,,
standard,5.293555601427501,3.326158899169034,3.937955443695697,3,5,36.57798057943337,131.04047147983067,371.87126591179936,2,2,3.104923668410943,0.0,0.0,poisson,,
standard,11.513205946779298,7.459915801001887,1.486458949671138,9,8,50.34146647480105,76.98955092204822,269.82154254894255,2,8,5.810961695049316,0.0,0.0,poisson,,
standard,13.669948861093875,5.055374076718461,2.805755647415724,12,5,30.701133468636662,119.3389057083913,482.9905291191114,3,5,10.646851622634525,0.0,0.0,poisson,,
standard,6.739342954897538,2.1661798432288126,1.234655158199853,13,7,53.75846615899476,112.92508054001495,253.16646945774687,4,6,3.3088876824027924,0.0,0.0,poisson,,
standard,11.401110025955749,4.927407092499612,1.705026194493393,17,14,44.82272634613843,106.95952712211576,326.96784277645816,3,7,4.4404278059965465,0.0,0.0,poisson,,
standard,17.939948856414382,2.1266973242350975,3.6489224821565793,18,13,45.47751051705744,84.24602151049727,450.96014056755587,9,5,13.63193363449349,0.0,0.0,poisson,,
standard,5.699183778234598,4.967107824942323,2.69783925228641,6,13,16.139046240661923,147.713968574644,482.78764472895625,2,3,1.624231283140693,0.0,0.0,poisson,,
standard,7.696030735084269,5.6163941193105185,2.88810047572912,15,4,10.701872995779674,148.17846576884406,257.595424696027,2,3,3.7844154899913907,0.0,0.0,poisson,,
standard,7.216918034499279,5.192433730278269,1.5223749289716495,16,8,44.903504560253005,99.55277341164016,473.3698733730092,2,5,5.14974731491211,0.0,0.0,poisson,,
standard,36.141017283747544,6.9666874598976225,3.365816717996391,7,14,32.13276588500008,128.21736674386477,420.4832583450709,6,11,4.719526545904794,0.0,0.0,poisson,,
standard,15.403741397481035,4.513447830493076,2.190882556547647,10,11,16.29460592968624,51.362010425160754,343.70637289967397,4,8,2.5283416894403983,0.0,0.0,poisson,,
standard,27.20935030422674,5.731436562806941,2.5100968877623546,7,12,52.6062620673084,64.63099022838179,209.19583669782648,5,11,9.946163195147625,0.0,0.0,poisson,,
standard,23.612935728063945,5.379412371028584,2.125754936596929,13,12,21.87368260180395,56.065924005987554,242.22787071348188,5,12,2.637270272800708,0.0,0.0,poisson,,
standard,7.292882497484362,5.991452811006123,3.515151272383803,8,6,23.217537343172886,52.8500132909859,468.2152730419361,2,3,1.55849897147658,0.0,0.0,poisson,,
standard,21.38942348905859,4.8451732720121345,3.64862378888066,10,6,14.733153843715465,75.31334865809004,413.30606107099953,5,6,8.526127620311218,0.0,0.0,poisson,,
standard,5.813061107122348,2.8588243618302247,2.229018863341883,5,13,20.418299947104842,56.09882200144355,494.30469781500625,3,3,3.221575330678707,0.0,0.0,poisson,,
standard,6.440053592367775,2.5178895434699378,3.6167901224094727,11,2,53.00552420710644,87.41947881560523,265.1294068845505,3,2,6.15730582772971,0.0,0.0,poisson,,
standard,8.274601838805243,6.522298617047503,3.1099767570715318,9,6,22.727673375741883,136.84255431251174,296.9351747873337,2,3,3.4880325651790236,0.0,0.0,poisson,,
standard,22.503400205982437,7.6417592010479725,2.0819023538007992,7,12,28.302334713910984,93.78963985115836,228.10360964133412,3,11,22.99179106319437,0.0,0.0,poisson,,
standard,7.133668532784196,7.8306980282586265,3.2015286760181936,13,13,56.64139100728485,111.53549241452733,205.15353443437098,1,3,11.395544369775093,0.0,0.0,poisson,,
standard,41.489599815362304,7.263776849456144,3.3661504165554543,14,13,26.059338687603198,78.48221033901245,465.23936678234185,6,13,4.6342624554296155,0.0,0.0,poisson,,
standard,10.410312467261551,7.674856916939193,3.6158653486335917,5,13,43.93081769674253,121.83850118780668,295.9714986513438,2,3,8.905664587044132,0.0,0.0,poisson,,
standard,10.608763190575871,6.245223457253087,1.308980721834538,6,13,12.204471812556601,92.72408323395169,375.2653497349485,2,9,4.2795202801416465,0.0,0.0,poisson,,
standard,9.834437489454148,3.2550174769636433,2.7418551228351955,5,6,55.28506410000524,149.48295127594116,201.949176763125,4,4,3.0918876759203204,0.0,0.0,poisson,,
standard,22.35791421584922,4.05038108774043,2.393146365261387,10,11,47.50096273412373,98.63440034176237,232.90893778771678,6,10,3.4862603256509455,0.0,0.0,poisson,,
standard,6.376057072458305,6.7147041088610075,2.9631217827162843,7,13,37.349176779990124,78.48644547222219,271.8335933330331,1,3,19.925050064947726,0.0,0.0,poisson,,
standard,8.527481997522184,4.709390122100761,2.3031043924006473,10,11,42.90810404761929,94.2959934273327,261.81830610258135,2,4,8.018223968128233,0.0,0.0,poisson,,
standard,9.169219800154995,7.980152398500295,2.1570169770662204,6,13,23.937630076404517,129.2137366283949,232.27669649916118,2,5,1.9557086155128067,0.0,0.0,poisson,,
standard,10.26066218510243,5.184454049484549,2.520062955935062,19,12,43.663466042402796,71.10805951009127,284.66116174964054,3,5,1.6424297546738107,0.0,0.0,poisson,,
standard,17.3249682025748,7.698395934352232,3.5154739599424416,18,5,47.11651794369081,123.79047756084525,291.5204391270321,3,5,14.601930333922262,0.0,0.0,poisson,,
standard,13.418364275803398,4.076744368110942,1.3576892677515349,14,12,55.05503817484019,77.21053722810811,463.91588754877984,4,10,10.084810799206553,0.0,0.0,poisson,,
standard,7.663768050810002,6.262653857291291,3.4691810729066375,14,11,25.743110721734666,123.58628639631732,264.7813096423514,2,3,1.737677212899443,0.0,0.0,poisson,,
standard,6.157692621290122,7.617056915200383,2.7745533057866774,3,11,42.90342906676303,91.56145573166668,499.6928621329346,1,3,5.418248718597416,0.0,0.0,poisson,,
standard,13.272864145478948,2.263930452284604,3.8099099956180886,20,9,26.096712186647284,88.27044852484103,405.68515466398037,6,4,8.948275251508033,0.0,0.0,poisson,,
standard,15.975930116648728,4.36654377008749,3.23560077280682,7,12,31.27383577821562,124.80815399404372,365.61492421622665,4,5,18.44705112640376,0.0,0.0,poisson,,
standard,13.506156906148343,3.6104841556924065,1.7059176096623425,13,15,36.607446808094224,66.35208515108513,289.8788271901399,4,8,15.862702621083137,0.0,0.0,poisson,,
standard,5.332738658240685,7.347664266975065,2.353308681764686,6,4,34.321800238005565,83.27174964516047,203.80279030460383,1,3,3.992556110771514,0.0,0.0,poisson,,
standard,15.801540698567155,6.259156010245589,2.537473957064812,6,14,22.30184157908932,142.90464372079222,455.30460587694085,3,7,2.957206428491925,0.0,0.0,poisson,,
standard,29.249591278388202,6.507143883127491,3.5351909249117295,12,11,38.49204428054772,114.23609115557235,212.34584309294445,5,9,2.9619438145286905,0.0,0.0,poisson,,
standard,8.162848511570328,2.500292990597509,3.409647191707329,12,5,11.556059917625074,125.4528759607686,319.9256800821688,4,3,2.607218361575929,0.0,0.0,poisson,,
standard,6.851702696650923,2.1725492993181623,2.2601886109564195,10,4,36.05819369714612,77.12363095228105,349.47299436926187,4,4,2.122841398395306,0.0,0.0,poisson,,
standard,34.251957718121396,6.936548846623728,3.444990654924019,7,13,43.403227470885824,107.02854208776324,313.18377564656805,5,10,33.0770409143964,0.0,0.0,poisson,,
standard,29.534206122230195,6.746948814201507,2.3284979083881057,9,13,56.885139091146925,86.16193308740694,266.0197421501231,5,13,4.563286342957233,0.0,0.0,poisson,,
standard,21.916855493998227,6.06800532455556,3.7204892772558757,9,10,36.03211411710383,109.12490925427264,474.5625002268804,4,6,11.183379778359672,0.0,0.0,poisson,,
standard,15.018810780239624,2.0773227696242915,1.5837804867205874,18,11,28.51777880994088,78.68923812912038,451.6177496621376,8,10,3.6225494980663386,0.0,0.0,poisson,,
standard,31.44407128326156,6.201114302674771,3.9377383928016014,17,9,38.19438680947043,77.69146409497782,210.5874920581145,6,9,1.714532782969851,0.0,0.0,poisson,,
standard,10.73198026328232,4.744239937848287,3.546405124521755,13,7,56.86965425941813,57.90506945706161,225.10314617231887,3,4,1.805125537759229,0.0,0.0,poisson,,
standard,7.580873955097497,3.072390843267554,1.539141708472238,17,5,52.298831574660255,103.27591811447658,296.2136860556184,3,5,15.16469620062512,0.0,0.0,poisson,,
standard,25.46140578454615,3.6429025394924457,2.677187814685383,15,15,19.31639421844227,114.74598356402068,255.7521028032044,8,10,2.9669553543241425,0.0,0.0,poisson,,
standard,12.480400793772322,2.9663888528073032,3.862878867890176,17,14,20.172680804992385,63.549004663499645,409.7618708809887,5,4,2.192829980765762,0.0,0.0,poisson,,
standard,20.931830439524262,3.5782077852771588,3.5354369286250296,9,11,47.222859725334565,53.488967147261434,447.57131777235634,6,6,18.89749315820348,0.0,0.0,poisson,,
standard,21.884106001725563,6.685828342306678,3.8913401955883344,11,8,16.84414702146296,111.20911598547346,400.06346766089337,4,6,3.486892975347347,0.0,0.0,poisson,,
standard,9.617459254167336,5.394609951664238,2.5392702360539916,19,8,21.721417808782014,63.79318344107803,218.64051616048442,2,4,8.610886560706959,0.0,0.0,poisson,,
standard,12.819099935964529,5.2639240707175485,1.7542390445260059,15,9,51.98747359325895,110.54942809812371,489.251762301745,3,8,3.006590568264516,0.0,0.0,poisson,,
standard,6.517846120923947,3.694097336039435,3.475427519208064,13,6,54.29017599795749,120.77529061398226,326.3929706518725,2,2,11.352735428515174,0.0,0.0,poisson,,
standard,22.059187992464242,4.801736729942228,3.283722523892385,12,12,26.244469074179662,63.13137913440274,497.52471284080616,5,7,5.619554114894383,0.0,0.0,poisson,,
standard,5.030653443749072,7.3111246397311085,2.2400596448926273,14,9,54.10831256240557,101.31207522148624,222.7632233120202,1,3,3.539030981974963,0.0,0.0,poisson,,
standard,31.151014184504533,5.282076712284909,3.6402304441558098,19,13,47.27538419803283,116.68442141344214,309.92081707984903,6,9,11.653600354322316,0.0,0.0,poisson,,
standard,13.387657092792741,4.050114876680617,1.035911595381748,19,15,11.409306330777937,108.26055020293288,318.90364178096667,4,14,2.785405846303264,0.0,0.0,poisson,,
standard,11.912139847472236,6.3385008523188215,1.162456359187577,19,15,36.27599610123428,108.08704075596397,392.88135977827335,2,11,9.565632994317772,0.0,0.0,poisson,,
standard,11.788772103438156,3.632734965290116,2.6395761287380664,15,10,53.37699139661383,97.10460976348968,311.2786215595927,4,5,2.871487896670509,0.0,0.0,poisson,,
standard,26.793181089787495,7.119230346389662,3.9527927930360667,16,9,50.26004078949345,106.74072080879805,201.41968341841695,4,7,8.169876808609807,0.0,0.0,poisson,,
standard,31.491089777074418,5.31126006739484,3.743757102778266,14,15,31.298452557824703,121.1944861589004,380.9923376353476,6,9,15.4415560344543,0.0,0.0,poisson,,
standard,24.96529681845345,7.325745371188616,2.993799701662994,13,13,20.06172868856688,126.7733663913548,261.8509970410841,4,9,2.794295755373093,0.0,0.0,poisson,,
standard,22.718704433501802,2.5071912722104983,2.444319242006596,20,12,12.327550434380516,67.84714179986125,315.8774935856904,10,10,2.615723278149799,0.0,0.0,poisson,,
standard,15.346282148866624,5.008439555722838,3.145248396879778,10,5,38.56561383755562,135.03328314119148,205.2222955017345,4,5,8.87311355236339,0.0,0.0,poisson,,
standard,7.6380196662918305,6.278497246904349,1.9946788818298244,8,8,50.27040413358029,145.67830755804073,219.42124490060363,2,4,6.557948127319384,0.0,0.0,poisson,,
standard,22.611401494225262,2.285407471208856,3.2981080718025138,16,12,47.356593664926066,107.24247911154228,455.58024773444515,10,7,16.309275160620746,0.0,0.0,poisson,,
standard,16.127136855760426,6.920027674611222,3.545281289472469,4,12,18.71068165008504,69.6062450021303,336.6628447619428,3,5,3.076622692648086,0.0,0.0,poisson,,
standard,5.069555481999885,2.4371774047998667,3.512808361012878,4,5,26.349158540832846,66.06541680048734,237.4402996163011,3,2,2.3059484000181114,0.0,0.0,poisson,,
standard,23.099649442414577,3.0427545762937482,2.823690507217167,19,10,16.361046053519086,80.63913855423675,212.79562040608033,8,9,3.609564220349114,0.0,0.0,poisson,,
standard,18.048152804309552,2.9125005303039924,3.9476346648176923,14,6,25.284796096273915,140.13842479838516,254.6783096394565,7,5,3.3031678314774626,0.0,0.0,poisson,,
standard,11.761886789019934,2.778755671562211,3.8454112984879907,14,10,43.394025017917436,126.64828445179843,329.72461099760284,5,4,2.031283099896826,0.0,0.0,poisson,,
standard,10.723501298542859,4.720742135643057,1.1174681934160908,11,10,16.27618790032574,90.30669697370058,245.54145457598187,3,10,4.026084288259116,0.0,0.0,poisson,,
standard,7.589364782722807,2.7981922436712834,3.420544912888727,16,3,54.25413967481916,88.14665733216287,338.18187953469186,3,3,4.2203792009434205,0.0,0.0,poisson,,
standard,22.569189743144786,4.322592631341148,2.6343772266653835,7,14,39.0020614817303,96.72041228455814,482.8942093476347,6,9,3.4131951433638563,0.0,0.0,poisson,,
standard,7.216008898482065,5.905945066688799,2.121644904532635,20,5,11.73737421959238,93.41124921614933,254.32861280593812,2,4,2.388043879302065,0.0,0.0,poisson,,
standard,18.68379784059129,6.569329187407075,2.4787564818728223,19,9,47.649003144873355,119.55422321267461,273.64497182802563,3,8,8.125722320633203,0.0,0.0,poisson,,
standard,19.548560483948258,4.056056077753059,3.1962678914316456,12,9,46.790528887712256,94.24982864999035,207.93706648131197,5,7,6.349754864299612,0.0,0.0,poisson,,
standard,25.39409338301288,7.3419711029191745,3.967034520079082,8,11,20.929592296765144,67.89356964856964,294.2322530751917,4,7,2.9798028837516934,0.0,0.0,poisson,,
standard,7.74871114243622,7.7538629978494615,3.8568101643549824,8,7,36.00783046574993,118.39864124184568,429.6919286415056,2,3,1.1738340299180483,0.0,0.0,poisson,,
