scenario,lambda,mu_nurse,mu_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,min_cost
small_non_emergency,11.81,5.97,5.76,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.99,4.67,6.56,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.86,4.21,5.28,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.5,3.65,6.46,5,3,2.0,100,300,2,2,800
small_non_emergency,9.06,4.72,5.81,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.0,3.5,6.67,5,3,2.0,100,300,3,2,900
small_non_emergency,2.12,5.55,6.01,5,3,2.0,100,300,2,2,800
small_non_emergency,2.11,5.79,5.45,5,3,2.0,100,300,2,2,800
small_non_emergency,5.22,3.95,7.03,5,3,2.0,100,300,3,2,900
small_non_emergency,5.78,5.67,6.94,5,3,2.0,100,300,3,2,900
small_non_emergency,1.88,5.01,6.56,5,3,2.0,100,300,2,2,800
small_non_emergency,7.7,3.3,7.81,5,3,2.0,100,300,4,2,1000
small_non_emergency,4.04,4.23,5.62,5,3,2.0,100,300,2,2,800
small_non_emergency,10.65,3.07,7.77,5,3,2.0,100,300,5,3,1400
small_non_emergency,8.5,4.55,5.58,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.89,5.84,6.8,5,3,2.0,100,300,2,2,800
small_non_emergency,4.58,5.57,6.27,5,3,2.0,100,300,2,2,800
small_non_emergency,2.13,4.92,6.39,5,3,2.0,100,300,2,2,800
small_non_emergency,10.68,4.91,7.71,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.35,4.38,6.78,5,3,2.0,100,300,2,2,800
small_non_emergency,9.71,4.12,5.97,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.14,3.1,7.37,5,3,2.0,100,300,5,3,1400
small_non_emergency,4.67,4.9,5.65,5,3,2.0,100,300,2,2,800
small_non_emergency,1.31,4.26,7.96,5,3,2.0,100,300,2,2,800
small_non_emergency,8.26,3.17,6.02,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.98,4.11,7.62,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.42,4.71,7.52,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.48,4.64,5.78,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.01,3.34,7.11,5,3,2.0,100,300,2,2,800
small_non_emergency,3.27,5.17,7.01,5,3,2.0,100,300,2,2,800
small_non_emergency,7.68,5.29,5.92,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.57,5.03,6.36,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.89,3.18,6.26,5,3,2.0,100,300,3,2,900
small_non_emergency,1.5,5.18,7.51,5,3,2.0,100,300,2,2,800
small_non_emergency,1.56,5.25,5.95,5,3,2.0,100,300,2,2,800
small_non_emergency,4.88,3.48,7.43,5,3,2.0,100,300,3,2,900
small_non_emergency,2.28,4.96,5.87,5,3,2.0,100,300,2,2,800
small_non_emergency,5.44,4.69,7.57,5,3,2.0,100,300,3,2,900
small_non_emergency,3.44,3.42,7.72,5,3,2.0,100,300,3,2,900
small_non_emergency,9.3,3.7,7.87,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.25,5.94,7.82,5,3,2.0,100,300,3,2,900
small_non_emergency,7.89,4.3,7.52,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.72,5.44,5.67,5,3,2.0,100,300,2,2,800
small_non_emergency,8.21,5.19,6.24,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.33,5.9,6.44,5,3,2.0,100,300,2,2,800
small_non_emergency,4.54,5.72,6.55,5,3,2.0,100,300,2,2,800
small_non_emergency,10.54,5.36,5.48,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.2,5.38,5.38,5,3,2.0,100,300,2,2,800
small_non_emergency,8.05,4.26,5.38,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.77,5.56,5.33,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.9,4.89,7.93,5,3,2.0,100,300,3,2,900
small_non_emergency,1.78,4.55,5.08,5,3,2.0,100,300,2,2,800
small_non_emergency,8.69,4.77,6.03,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.03,5.56,5.99,5,3,2.0,100,300,2,2,800
small_non_emergency,10.46,4.12,6.71,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.17,4.65,5.48,5,3,2.0,100,300,3,2,900
small_non_emergency,0.78,5.95,6.33,5,3,2.0,100,300,2,2,800
small_non_emergency,2.43,3.15,6.33,5,3,2.0,100,300,2,2,800
small_non_emergency,0.87,5.17,7.28,5,3,2.0,100,300,2,2,800
small_non_emergency,2.08,3.39,6.55,5,3,2.0,100,300,2,2,800
small_non_emergency,8.31,4.13,7.97,5,3,2.0,100,300,4,3,1300
small_non_emergency,0.71,3.54,7.6,5,3,2.0,100,300,2,2,800
small_non_emergency,2.12,5.37,7.09,5,3,2.0,100,300,2,2,800
small_non_emergency,8.29,3.71,6.41,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.84,3.48,7.25,5,3,2.0,100,300,3,2,900
small_non_emergency,3.48,3.48,6.36,5,3,2.0,100,300,3,2,900
small_non_emergency,6.89,4.89,7.51,5,3,2.0,100,300,3,2,900
small_non_emergency,11.04,4.81,7.31,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.1,4.88,5.03,5,3,2.0,100,300,2,2,800
small_non_emergency,9.12,5.85,6.24,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.74,3.47,7.91,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.33,3.87,7.71,5,3,2.0,100,300,5,3,1400
small_non_emergency,7.45,4.72,7.38,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.98,4.67,5.57,5,3,2.0,100,300,2,2,800
small_non_emergency,11.26,3.47,7.12,5,3,2.0,100,300,5,3,1400
small_non_emergency,9.99,5.42,5.04,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.12,3.52,7.38,5,3,2.0,100,300,2,2,800
small_non_emergency,8.16,3.28,7.38,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.89,4.62,6.07,5,3,2.0,100,300,2,2,800
small_non_emergency,9.43,3.07,5.53,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.23,5.68,6.88,5,3,2.0,100,300,3,2,900
small_non_emergency,9.57,4.45,6.57,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.7,3.81,7.53,5,3,2.0,100,300,2,2,800
small_non_emergency,6.52,3.26,7.96,5,3,2.0,100,300,4,2,1000
small_non_emergency,2.25,4.23,6.95,5,3,2.0,100,300,2,2,800
small_non_emergency,6.1,3.32,6.63,5,3,2.0,100,300,3,2,900
small_non_emergency,9.86,3.57,6.84,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.97,3.01,5.57,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.08,4.49,6.01,5,3,2.0,100,300,2,2,800
small_non_emergency,11.01,4.13,6.96,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.41,3.01,6.8,5,3,2.0,100,300,2,2,800
small_non_emergency,10.24,3.45,6.96,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.46,5.82,7.07,5,3,2.0,100,300,3,2,900
small_non_emergency,10.19,3.71,5.17,5,3,2.0,100,300,5,3,1400
small_non_emergency,9.7,3.81,7.33,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.16,3.67,5.01,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.0,5.07,5.56,5,3,2.0,100,300,2,2,800
small_non_emergency,11.38,4.06,7.59,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.25,5.14,6.35,5,3,2.0,100,300,3,2,900
small_non_emergency,5.7,3.67,6.78,5,3,2.0,100,300,3,2,900
small_non_emergency,2.11,5.76,6.43,5,3,2.0,100,300,2,2,800
small_non_emergency,5.48,4.38,7.87,5,3,2.0,100,300,3,2,900
small_non_emergency,5.68,3.59,7.84,5,3,2.0,100,300,3,2,900
small_non_emergency,7.56,4.4,5.23,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.65,3.82,5.59,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.68,3.66,6.25,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.96,4.27,5.28,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.23,3.13,7.56,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.52,5.2,6.61,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.11,5.48,6.88,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.37,5.03,6.21,5,3,2.0,100,300,2,2,800
small_non_emergency,9.6,5.75,6.76,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.06,4.35,5.95,5,3,2.0,100,300,2,2,800
small_non_emergency,8.6,3.24,7.96,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.06,4.33,7.3,5,3,2.0,100,300,2,2,800
small_non_emergency,6.12,3.77,6.42,5,3,2.0,100,300,3,2,900
small_non_emergency,3.86,3.22,6.7,5,3,2.0,100,300,3,2,900
small_non_emergency,2.23,4.12,5.27,5,3,2.0,100,300,2,2,800
small_non_emergency,6.54,3.68,5.62,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.87,5.24,7.04,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.75,5.42,6.13,5,3,2.0,100,300,3,2,900
small_non_emergency,10.38,4.52,5.59,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.95,5.43,6.14,5,3,2.0,100,300,2,2,800
small_non_emergency,8.97,5.07,7.05,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.07,5.03,7.28,5,3,2.0,100,300,2,2,800
small_non_emergency,3.36,5.38,5.54,5,3,2.0,100,300,2,2,800
small_non_emergency,8.37,4.16,6.55,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.35,5.4,6.08,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.21,4.42,7.17,5,3,2.0,100,300,2,2,800
small_non_emergency,8.14,3.29,6.48,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.94,3.89,5.48,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.21,5.76,7.53,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.13,4.63,7.48,5,3,2.0,100,300,2,2,800
small_non_emergency,2.64,4.53,7.65,5,3,2.0,100,300,2,2,800
small_non_emergency,2.74,5.09,6.85,5,3,2.0,100,300,2,2,800
small_non_emergency,6.69,5.3,5.36,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.45,3.23,7.92,5,3,2.0,100,300,3,2,900
small_non_emergency,10.39,5.25,7.85,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.22,4.76,6.66,5,3,2.0,100,300,2,2,800
small_non_emergency,6.81,3.26,5.62,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.2,5.62,7.28,5,3,2.0,100,300,3,2,900
small_non_emergency,11.2,3.46,7.88,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.9,3.94,7.1,5,3,2.0,100,300,5,3,1400
small_non_emergency,8.25,3.77,6.29,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.3,3.15,7.03,5,3,2.0,100,300,3,2,900
small_non_emergency,9.16,5.97,7.82,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.72,5.61,7.69,5,3,2.0,100,300,3,2,900
small_non_emergency,11.7,4.1,5.85,5,3,2.0,100,300,5,3,1400
small_non_emergency,5.56,4.89,5.5,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.87,3.07,6.3,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.84,5.36,6.13,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.34,3.66,6.61,5,3,2.0,100,300,5,3,1400
small_non_emergency,7.52,5.79,5.21,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.04,3.51,7.54,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.14,5.96,7.82,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.93,5.26,6.36,5,3,2.0,100,300,2,2,800
small_non_emergency,2.73,3.62,7.78,5,3,2.0,100,300,2,2,800
small_non_emergency,1.17,3.91,7.6,5,3,2.0,100,300,2,2,800
small_non_emergency,9.99,5.15,6.34,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.13,5.71,6.43,5,3,2.0,100,300,2,2,800
small_non_emergency,9.44,4.07,5.9,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.5,5.55,5.15,5,3,2.0,100,300,2,2,800
small_non_emergency,7.63,3.77,5.22,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.26,4.79,7.7,5,3,2.0,100,300,3,2,900
small_non_emergency,5.27,5.08,7.8,5,3,2.0,100,300,3,2,900
small_non_emergency,7.45,4.15,5.38,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.83,4.84,5.38,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.32,5.58,5.81,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.85,5.7,5.54,5,3,2.0,100,300,2,2,800
small_non_emergency,1.02,5.03,6.65,5,3,2.0,100,300,2,2,800
small_non_emergency,7.19,3.9,5.66,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.75,5.56,6.13,5,3,2.0,100,300,2,2,800
small_non_emergency,5.4,4.74,7.4,5,3,2.0,100,300,3,2,900
small_non_emergency,10.64,4.46,7.18,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.85,4.49,7.65,5,3,2.0,100,300,2,2,800
small_non_emergency,5.65,4.6,7.24,5,3,2.0,100,300,3,2,900
small_non_emergency,11.42,4.89,7.46,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.16,3.48,7.45,5,3,2.0,100,300,2,2,800
small_non_emergency,2.43,3.12,6.82,5,3,2.0,100,300,2,2,800
small_non_emergency,5.44,3.67,6.67,5,3,2.0,100,300,3,2,900
small_non_emergency,2.94,3.62,5.37,5,3,2.0,100,300,2,2,800
small_non_emergency,9.45,3.21,6.29,5,3,2.0,100,300,5,3,1400
small_non_emergency,1.23,4.14,5.36,5,3,2.0,100,300,2,2,800
small_non_emergency,7.49,3.2,6.0,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.69,5.06,7.84,5,3,2.0,100,300,3,2,900
small_non_emergency,3.64,5.19,6.68,5,3,2.0,100,300,2,2,800
small_non_emergency,9.62,4.91,6.21,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.11,3.42,7.13,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.09,5.14,7.47,5,3,2.0,100,300,2,2,800
small_non_emergency,5.07,3.32,6.45,5,3,2.0,100,300,3,2,900
small_non_emergency,5.66,3.17,7.86,5,3,2.0,100,300,3,2,900
small_non_emergency,11.98,3.81,7.18,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.74,4.69,7.62,5,3,2.0,100,300,3,2,900
small_non_emergency,11.56,4.38,6.2,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.89,3.99,7.92,5,3,2.0,100,300,5,3,1400
small_non_emergency,3.34,3.01,7.42,5,3,2.0,100,300,3,2,900
small_non_emergency,11.15,3.06,7.17,5,3,2.0,100,300,5,3,1400
small_non_emergency,1.69,4.73,6.18,5,3,2.0,100,300,2,2,800
small_non_emergency,10.98,4.39,7.25,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.37,3.78,6.24,5,3,2.0,100,300,3,2,900
small_non_emergency,0.98,3.1,6.77,5,3,2.0,100,300,2,2,800
small_non_emergency,7.66,5.51,5.56,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.27,4.44,5.97,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.91,3.05,6.34,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.76,4.44,7.33,5,3,2.0,100,300,2,2,800
small_non_emergency,3.38,5.61,7.55,5,3,2.0,100,300,2,2,800
small_non_emergency,0.5,4.83,5.5,5,3,2.0,100,300,2,2,800
small_non_emergency,6.4,4.75,7.76,5,3,2.0,100,300,3,2,900
small_non_emergency,3.05,3.76,6.21,5,3,2.0,100,300,2,2,800
small_non_emergency,3.63,4.75,6.16,5,3,2.0,100,300,2,2,800
small_non_emergency,7.38,3.37,6.03,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.46,3.89,7.09,5,3,2.0,100,300,3,2,900
small_non_emergency,7.44,3.06,5.71,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.99,4.43,7.1,5,3,2.0,100,300,3,2,900
small_non_emergency,11.07,3.1,7.4,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.31,4.52,5.62,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.89,4.72,6.87,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.67,4.84,5.8,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.16,4.78,6.47,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.52,4.96,7.38,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.68,4.35,5.45,5,3,2.0,100,300,2,2,800
small_non_emergency,4.71,4.76,5.31,5,3,2.0,100,300,2,2,800
small_non_emergency,3.0,5.19,7.14,5,3,2.0,100,300,2,2,800
small_non_emergency,4.3,3.75,6.92,5,3,2.0,100,300,3,2,900
small_non_emergency,6.15,3.65,6.98,5,3,2.0,100,300,3,2,900
small_non_emergency,4.83,4.06,5.03,5,3,2.0,100,300,3,2,900
small_non_emergency,11.56,5.74,7.35,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.06,4.61,7.83,5,3,2.0,100,300,3,2,900
small_non_emergency,7.95,5.66,7.49,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.36,4.52,7.0,5,3,2.0,100,300,2,2,800
small_non_emergency,7.78,4.99,5.02,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.05,5.53,6.78,5,3,2.0,100,300,3,2,900
small_non_emergency,2.41,4.77,7.29,5,3,2.0,100,300,2,2,800
small_non_emergency,7.68,5.89,5.55,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.62,4.28,5.84,5,3,2.0,100,300,2,2,800
small_non_emergency,4.48,5.63,6.96,5,3,2.0,100,300,2,2,800
small_non_emergency,3.58,3.27,6.87,5,3,2.0,100,300,3,2,900
small_non_emergency,2.1,4.61,5.63,5,3,2.0,100,300,2,2,800
small_non_emergency,4.38,5.35,5.24,5,3,2.0,100,300,2,2,800
small_non_emergency,11.15,5.32,6.26,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.76,3.32,6.78,5,3,2.0,100,300,4,2,1000
small_non_emergency,5.75,3.9,5.98,5,3,2.0,100,300,3,2,900
small_non_emergency,5.85,4.55,6.26,5,3,2.0,100,300,3,2,900
small_non_emergency,7.79,4.23,5.4,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.27,3.27,7.04,5,3,2.0,100,300,3,2,900
small_non_emergency,11.65,4.39,6.08,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.56,5.2,6.54,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.45,3.89,5.83,5,3,2.0,100,300,2,2,800
small_non_emergency,7.82,5.71,7.58,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.23,4.81,6.25,5,3,2.0,100,300,2,2,800
small_non_emergency,8.91,3.03,5.15,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.39,5.83,5.79,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.4,5.46,7.42,5,3,2.0,100,300,2,2,800
small_non_emergency,6.47,4.21,5.56,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.68,4.14,5.2,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.32,4.97,6.96,5,3,2.0,100,300,3,2,900
small_non_emergency,2.98,4.12,5.9,5,3,2.0,100,300,2,2,800
small_non_emergency,8.76,3.3,7.19,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.69,4.92,7.8,5,3,2.0,100,300,2,2,800
small_non_emergency,10.13,4.23,5.49,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.16,4.82,6.77,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.92,5.44,6.45,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.08,5.34,7.42,5,3,2.0,100,300,2,2,800
small_non_emergency,3.89,4.72,5.9,5,3,2.0,100,300,2,2,800
small_non_emergency,7.32,4.33,6.02,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.72,4.95,6.34,5,3,2.0,100,300,3,2,900
small_non_emergency,5.35,5.14,5.79,5,3,2.0,100,300,3,2,900
small_non_emergency,7.58,5.52,5.09,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.17,4.5,6.36,5,3,2.0,100,300,3,2,900
small_non_emergency,3.7,3.39,5.87,5,3,2.0,100,300,3,2,900
small_non_emergency,7.39,3.03,7.34,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.97,4.44,6.68,5,3,2.0,100,300,5,3,1400
small_non_emergency,3.13,5.07,7.84,5,3,2.0,100,300,2,2,800
small_non_emergency,8.9,4.46,5.65,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.25,4.81,6.88,5,3,2.0,100,300,2,2,800
small_non_emergency,7.21,4.0,7.03,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.21,3.33,6.8,5,3,2.0,100,300,2,2,800
small_non_emergency,9.83,3.26,5.31,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.95,5.14,7.5,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.52,5.04,7.05,5,3,2.0,100,300,3,2,900
small_non_emergency,3.92,4.98,6.5,5,3,2.0,100,300,2,2,800
small_non_emergency,8.73,3.14,7.76,5,3,2.0,100,300,4,3,1300
small_non_emergency,8.32,3.98,5.75,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.19,4.86,7.97,5,3,2.0,100,300,3,2,900
small_non_emergency,4.6,4.04,6.74,5,3,2.0,100,300,3,2,900
small_non_emergency,7.93,4.45,5.22,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.01,5.38,7.75,5,3,2.0,100,300,3,2,900
small_non_emergency,8.07,3.11,6.18,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.89,4.93,7.22,5,3,2.0,100,300,2,2,800
